location	product_ean	code	store_name
America/Chicago	4100312957491	US	Searcy
Africa/Nairobi	0054353881397	KE	Lodwar
Africa/Abidjan	1841813168070	CI	Bonoua
America/Bogota	4921849454846	CO	Madrid
Europe/Moscow	2232101908222	RU	Roslavl’
Europe/Berlin	5334356097564	DE	Memmingen
Asia/Manila	8767247013201	PH	Santa Catalina
America/Edmonton	2599860353015	CA	Sherwood Park
Europe/London	6297318757045	GB	Arbroath
Europe/Rome	2255180042984	IT	Portogruaro
America/Indiana/Indianapolis	3547509093234	US	Greenfield
America/Caracas	1910356511145	VE	Barinas
Asia/Yekaterinburg	0902093095355	RU	Ishim
Europe/Sofia	0521759084429	BG	Montana
America/Argentina/Buenos_Aires	0930492096178	AR	Pontevedra
Europe/London	9619352913176	GB	Blackpool
Europe/Amsterdam	7928318492030	NL	Schiebroek
America/Manaus	6634767722055	BR	Itacoatiara
Europe/Tallinn	7143701792461	EE	Narva
Europe/Berlin	9363521921256	DE	Hechingen
Asia/Kolkata	6934729061698	IN	Leteri
America/Los_Angeles	4940526135724	US	Riverbank
America/Mexico_City	2908348967338	MX	Contla
America/Chicago	0012092910600	US	Grand Forks
Europe/Amsterdam	7469267162501	NL	Hardenberg
Europe/Skopje	5815303412512	MK	Bogovinje
America/Argentina/Buenos_Aires	4330935123267	AR	Barracas
America/Fortaleza	7634934438238	BR	Guaraciaba do Norte
Africa/Addis_Ababa	7442976365234	ET	Debre Tabor
America/Chicago	2675714474829	US	Muskogee
Europe/Paris	5425970369233	FR	Pamiers
Europe/Berlin	1711575081316	DE	Verl
Asia/Kolkata	5771741244538	IN	Srinagar
Asia/Kolkata	5108601925212	IN	Kashipur
America/Toronto	3576478633547	CA	Norfolk County
Asia/Manila	1804651100770	PH	San Jose
America/Glace_Bay	0987942573475	CA	Sydney
America/Chicago	5953998901376	US	Ada
Asia/Shanghai	3816727114619	CN	Wacheng
Europe/Paris	5829373909742	FR	Bron
America/New_York	3487459668062	US	Martinsburg
Europe/Warsaw	0952139236471	PL	Reda
Europe/London	3472038934454	GB	Rhosllanerchrugog
Asia/Dhaka	1353299073941	BD	Kushtia
Europe/Rome	9319882469869	IT	Cordenons
Asia/Shanghai	6211689762521	CN	Yanliang
America/New_York	4298809131421	US	Bridgeport
America/Chicago	6383840914954	US	Fresno
Europe/Berlin	9855216877738	DE	Friedberg
Africa/Brazzaville	8844923784270	CG	Brazzaville
America/New_York	0201238799906	US	Rutland
Europe/London	1064676370071	GB	High Wycombe
America/New_York	5112076236438	US	Scotch Plains
America/Sao_Paulo	3627513253258	BR	Itabirito
America/Mexico_City	4796240917609	MX	Contla
Indian/Antananarivo	5192256733483	MG	Ambatondrazaka
Europe/Moscow	5595462674579	RU	Kolomyagi
Europe/Kiev	4990235652944	UA	Voznesensk
Africa/Lagos	3447876481927	NG	Biu
America/Indiana/Indianapolis	5622687047595	US	Greenfield
America/Sao_Paulo	5356451787430	BR	Loanda
Europe/Berlin	7778342476991	DE	Losheim
Europe/Paris	4691635863465	FR	Bobigny
Asia/Kolkata	9270116239644	IN	Teghra
Europe/Moscow	0315143494532	RU	Tyoply Stan
Europe/Berlin	4145988083457	DE	Barmbek-Nord
Europe/Moscow	5318817408915	RU	Tyoply Stan
America/Sao_Paulo	1445472411104	BR	Carlos Barbosa
America/Bogota	1512832565965	CO	Socorro
Asia/Karachi	7311497090799	PK	Khairpur Mir’s
Asia/Shanghai	7488770902428	CN	Boli
Asia/Hong_Kong	1553040132198	HK	Tsuen Wan
Europe/Warsaw	2869194567809	PL	Ustka
Asia/Almaty	3012072328668	KZ	Zaysan
Europe/Dublin	2572836951200	IE	Athlone
America/Los_Angeles	0590818202685	US	Santa Maria
Europe/Lisbon	6310152804604	PT	Albufeira
America/Los_Angeles	9104739256040	US	Pahrump
America/Chicago	3355164321858	US	Palestine
Europe/Paris	2507126363692	FR	Herblay
America/Los_Angeles	2506436897637	US	Laguna Niguel
America/Chicago	8526684878916	US	Crystal Lake
Asia/Manila	5225804761024	PH	Talisay
America/Sao_Paulo	7564656170959	BR	Palmeira
Asia/Karachi	4583496743799	PK	Bhit Shah
America/Maceio	7866450354536	BR	Lagarto
Asia/Kolkata	2137238284044	IN	Diamond Harbour
Asia/Yekaterinburg	0667059265752	RU	Lesnoy
Africa/Monrovia	5974252540681	LR	New Yekepa
Asia/Shanghai	0046812581245	CN	Taozhuang
Asia/Shanghai	2680022137304	CN	Huangshi
Asia/Jakarta	5897986176080	ID	Simpang
Australia/Sydney	9326296619292	AU	Strathfield
America/Chicago	7998875813173	US	West Des Moines
America/Fortaleza	6885337632339	BR	Pedro II
America/Mexico_City	7241049065596	MX	Acayucan
Africa/Tunis	7066512379167	TN	Siliana
Asia/Shanghai	8891972533663	CN	Yingkou
Asia/Kolkata	2846353407749	IN	Tiruppuvanam
Europe/Rome	5571853923907	IT	Chiavari
Europe/Rome	8951739268518	IT	Castelfranco Emilia
America/New_York	6008763040930	US	Bridgeport
Africa/Casablanca	8348142250139	MA	Jerada
America/Los_Angeles	7328217615361	US	San Gabriel
America/New_York	5374183129717	US	North Lauderdale
Asia/Karachi	3766345059253	PK	Jhol
Asia/Seoul	0934624046963	KR	T’aebaek
Asia/Jakarta	1220665833518	ID	Randudongkal
Europe/Sofia	8408858849253	BG	Montana
America/Chicago	7901697238505	US	Pekin
Africa/Khartoum	8815336879877	SD	Ar Ruseris
America/Chicago	2586223542957	US	West Des Moines
America/New_York	4351424152094	US	Sun City Center
Europe/Moscow	6825315644930	RU	Gavrilov-Yam
Europe/Brussels	0331883166768	BE	Gembloux
Europe/Berlin	2950820211637	DE	Zeitz
America/Sao_Paulo	7281649384840	BR	Buri
Europe/Brussels	9337171378326	BE	Mouscron
America/Los_Angeles	8042278097100	US	Indio
Asia/Kolkata	9464081450320	IN	Parola
America/Argentina/Cordoba	9603070093456	AR	Esperanza
Australia/Sydney	0655188269505	AU	Griffith
America/Phoenix	5985408510427	US	Scottsdale
Asia/Tokyo	1230888943055	JP	Gero
Africa/Luanda	6773497782837	AO	Luena
Europe/Berlin	8634475400311	DE	Landshut
Europe/London	7906117131305	GB	Southsea
Europe/Berlin	1219409440389	DE	Trossingen
Asia/Yekaterinburg	9441545453356	RU	Ozersk
Europe/Madrid	4765594106182	ES	Leioa
Africa/Windhoek	2833855037482	NA	Okahandja
Europe/London	8913370197343	GB	Exeter
Asia/Tokyo	2962152137905	JP	Toyokawa
America/Mazatlan	9049635138208	MX	Acaponeta
Asia/Kolkata	2903117564213	IN	Madhipura
Africa/Lagos	3063610535550	NG	Kafanchan
Asia/Yekaterinburg	2863625140296	RU	Beryozovsky
Europe/Berlin	4688041885822	DE	Stuttgart
Asia/Jakarta	1493383455342	ID	Muncar
Asia/Shanghai	8840556137025	CN	Liaoyang
Europe/Minsk	5633748466347	BY	Dobrush
Asia/Kolkata	4014216643360	IN	Gajendragarh
Europe/Amsterdam	4317475251087	NL	Losser
Africa/Addis_Ababa	6321773284621	ET	Arba Minch
Asia/Kolkata	6466458333918	IN	Robertsonpet
Africa/Windhoek	2755516592164	NA	Okahandja
Europe/Berlin	5321634040794	DE	Oberhausen
Asia/Karachi	1900887480287	PK	Alipur
Europe/Moscow	3963602000601	RU	Zhukovka
Europe/Paris	8889279928442	FR	Fontenay-aux-Roses
America/Chicago	1512103787898	US	Abilene
Africa/Libreville	0312252384518	GA	Franceville
Europe/Paris	8102015969517	FR	Colomiers
America/New_York	1104090551448	US	Scotch Plains
Europe/Berlin	0102091835193	DE	Nidderau
Africa/Accra	2548940951054	GH	Bibiani
Asia/Kolkata	0979961452114	IN	Talipparamba
America/Costa_Rica	1379322897025	CR	Liberia
Europe/Istanbul	9043173494093	TR	Patnos
Europe/Berlin	7916829803292	DE	Hofheim am Taunus
Asia/Manila	4273397275177	PH	Antipolo
Asia/Kolkata	2446873721280	IN	Patti
Asia/Jakarta	9631368674353	ID	Kediri
Europe/London	2426077827162	GB	Blackpool
America/Vancouver	9674591387201	CA	Kelowna
Asia/Kolkata	9686867127497	IN	Alwaye
Asia/Kolkata	8492233627734	IN	Manjeri
Europe/Berlin	7050139166590	DE	Hechingen
Africa/Lagos	0160175137854	NG	Igbara-Odo
Asia/Tokyo	5037503225567	JP	Karatsu
America/Sao_Paulo	7772752812950	BR	Curitiba
Asia/Kolkata	3714967641363	IN	Kundla
Asia/Kolkata	4928832535377	IN	Rangia
Asia/Jakarta	8000742832510	ID	Simpang
Europe/Moscow	6423578328767	RU	Yablonovskiy
Europe/Amsterdam	1818749240903	NL	Tongelre
Asia/Yangon	0185790069274	MM	Kyaikto
Europe/Berlin	8249491121319	DE	Marburg an der Lahn
Europe/Paris	2512305665962	FR	Herblay
Africa/Kampala	5736583767720	UG	Paidha
America/Sao_Paulo	2485656711735	BR	Curitiba
Africa/Lubumbashi	6766206454859	CD	Yangambi
Africa/Algiers	8354124721498	DZ	El Achir
Europe/Helsinki	8424850172342	FI	Espoo
America/New_York	0782022638064	US	Greenpoint
Europe/Moscow	9075925619966	RU	Zhukovka
Asia/Kabul	9390916859672	AF	Sar-e Pul
Europe/London	1981966009469	GB	Inverness
America/New_York	3883705558741	US	Kensington
Europe/Warsaw	1103604995327	PL	Jaworzno
America/Denver	1238132502140	US	Saratoga Springs
Europe/Berlin	0273983516787	DE	Gronau
Europe/Malta	7603050727496	MT	Valletta
Asia/Jakarta	5072344030376	ID	Sukabumi
America/New_York	7571848156103	US	Bridgeport
Africa/Algiers	2165944900408	DZ	Cheraga
Africa/Dar_es_Salaam	3406712452699	TZ	Kidodi
Europe/London	4172999289424	GB	Strood
America/Managua	0423299555431	NI	Somoto
Asia/Tokyo	7052876598856	JP	Karatsu
Africa/Lubumbashi	6234512141904	CD	Yangambi
America/Santiago	7178091921405	CL	Ovalle
America/Sao_Paulo	7218391819832	BR	Alfenas
Europe/Skopje	8759072352921	MK	Bogovinje
America/New_York	8204502517208	US	Harrisburg
Europe/Moscow	8484780304787	RU	Malakhovka
Asia/Kolkata	6578053936309	IN	Tiruppuvanam
Atlantic/Azores	6564727607941	PT	Ponta Delgada
Europe/Helsinki	6687226175107	FI	Tornio
Asia/Kuala_Lumpur	8523113302936	MY	Ulu Tiram
Europe/Helsinki	6449023894434	FI	Espoo
America/Maceio	9736045564207	BR	Barra dos Coqueiros
Europe/Paris	6253342575277	FR	Bron
America/Los_Angeles	4520874597407	US	Palm Desert
Europe/Rome	6150651182755	IT	Cordenons
Europe/Amsterdam	5476634032383	NL	Emmeloord
Europe/Paris	1806806464089	FR	Niort
America/Chicago	0103353878835	US	Murray
Africa/Lagos	9924431860884	NG	Lagos
America/Toronto	8906533786195	CA	Pointe-Claire
America/Chicago	4869338610659	US	Rosemount
Africa/Porto-Novo	3804479337738	BJ	Tchaourou
Europe/Istanbul	2393063739184	TR	Mudanya
America/Sao_Paulo	1881576846495	BR	Marau
Africa/Brazzaville	3649299385930	CG	Brazzaville
Asia/Shanghai	7552394248924	CN	Shuangcheng
Europe/Stockholm	5336715163170	SE	Boo
America/Chicago	6819984666706	US	Brentwood Estates
Asia/Kolkata	3391317679070	IN	Diamond Harbour
America/New_York	0949515229981	US	Cypress Hills
Europe/Berlin	4767175663688	DE	Friedberg
America/Sao_Paulo	4275793538054	BR	Caldas Novas
Europe/Rome	2322156949186	IT	Montecchio Maggiore-Alte Ceccato
Europe/Amsterdam	1863145875273	NL	Losser
Europe/Moscow	4200704805451	RU	Kireyevsk
Europe/Madrid	8580609755430	ES	el Camp de l'Arpa del Clot
Asia/Bangkok	9526085678466	TH	Nakhon Pathom
America/Los_Angeles	7335713039652	US	Bothell West
America/Recife	7320648199878	BR	Cabo
Asia/Tehran	4332761089656	IR	Nowshahr
Asia/Shanghai	3027652381025	CN	Guli
America/Sao_Paulo	1624105308541	BR	Iturama
America/La_Paz	6094187977549	BO	Tupiza
Europe/Zagreb	6709351260869	HR	Split
Asia/Manila	1232438595240	PH	Masbate
Europe/Brussels	7732932634321	BE	Lille
America/Toronto	6446134450689	CA	Dorval
America/Argentina/Buenos_Aires	5894222796514	AR	Tandil
Europe/Rome	8810902772729	IT	Tortona
Europe/London	0569979540974	GB	Lymington
Europe/Paris	7558743638125	FR	Ajaccio
Europe/Paris	8021006249936	FR	Vienne
America/Mexico_City	2980100326133	MX	Tuxtla
America/Santiago	8098305011960	CL	Chiguayante
Asia/Krasnoyarsk	5835988296382	RU	Sharypovo
America/Sao_Paulo	4300654971289	BR	Esmeraldas
Asia/Kolkata	8628093732251	IN	Calangute
America/New_York	5634934700184	US	Kensington
Africa/Casablanca	6115794557181	MA	Temara
Asia/Tokyo	8436426821929	JP	Hakodate
Asia/Shanghai	8382545541906	CN	Changshu City
Asia/Kolkata	0319049738097	IN	Dharmapuri
Europe/London	6073865723036	GB	Blackpool
America/Chicago	1865889453762	US	Fairview Heights
Europe/Berlin	0217470084984	DE	Karben
Europe/Berlin	1777732853004	DE	Landshut
Asia/Jakarta	8157742070326	ID	Wangon
Asia/Yekaterinburg	0138516697435	RU	Tavda
Asia/Bangkok	6141307098803	TH	Kantharalak
Asia/Kolkata	8798422453468	IN	Rangia
America/Havana	7936613629594	CU	Jaruco
Asia/Yekaterinburg	3219191478810	RU	Beryozovsky
Europe/London	3973647888355	GB	Rutherglen
Europe/Amsterdam	5731395309144	NL	Losser
America/Los_Angeles	2787335976320	US	Camarillo
Europe/Moscow	4426433472607	RU	Yeysk
America/New_York	3183354255733	US	Cypress Hills
Africa/Tunis	1663252295618	TN	Siliana
Europe/Amsterdam	6730144964350	NL	Vught
Asia/Kolkata	9371621638158	IN	Dharmapuri
America/Los_Angeles	7663713707340	US	Redding
America/Sao_Paulo	3272617004529	BR	Carlos Barbosa
Europe/Skopje	9307676045825	MK	Saraj
America/Indiana/Indianapolis	7377344027981	US	Granger
Europe/Berlin	0409038462338	DE	Friedberg
Asia/Kolkata	4004874112711	IN	Leteri
Africa/Brazzaville	0966616592615	CG	Brazzaville
Europe/Vienna	2718921278399	AT	Floridsdorf
Africa/Lubumbashi	6795893509801	CD	Beni
America/Panama	1139784944893	PA	Veracruz
Asia/Kolkata	0096178526763	IN	Srinagar
Europe/Paris	8888783125118	FR	Le Chesnay
Asia/Irkutsk	9073547533639	RU	Ulan-Ude
America/New_York	3162647030813	US	Chillum
America/Chicago	2029637513149	US	Searcy
Asia/Tokyo	4294785641848	JP	Inawashiro
America/Mexico_City	6866921981989	MX	San Lorenzo Acopilco
Europe/Paris	6496596714959	FR	Le Chesnay
America/Mexico_City	3177253559177	MX	San Lorenzo Acopilco
Europe/Moscow	3637799130655	RU	Tyoply Stan
Europe/Rome	2207644178869	IT	Sassari
Europe/Paris	1242461184526	FR	Pamiers
Europe/Paris	6964647817602	FR	Montpellier
Europe/Brussels	1001222442684	BE	Beveren
Europe/Madrid	0934240177188	ES	Reus
America/Sao_Paulo	8837991388440	BR	Miracema
Europe/Berlin	2550926473467	DE	Bensheim
Europe/Madrid	5345563821538	ES	San Fernando de Henares
Europe/Sofia	3171714678124	BG	Aytos
Asia/Yekaterinburg	1466254922328	RU	Lesnoy
Europe/Warsaw	8231832156913	PL	Jaworzno
America/Los_Angeles	4491696869747	US	Kent
America/New_York	0427435617359	US	Boston
Europe/Rome	5098353215788	IT	Malnate
Africa/Addis_Ababa	3000172158674	ET	Arba Minch
Europe/Berlin	2909376974084	DE	Landshut
Europe/London	3633936200328	GB	Mexborough
Asia/Manila	6238776814079	PH	Manaoag
Indian/Antananarivo	6114837249465	MG	Antanifotsy
America/New_York	5014717192830	US	Thomasville
Asia/Manila	7702701272160	PH	Talisay
America/New_York	1141694214478	US	Brunswick
Europe/Skopje	8449610621502	MK	Bogovinje
Europe/Kiev	0015659669775	UA	Kherson
Europe/Paris	8203317035945	FR	Mitry-Mory
Asia/Karachi	3217215246254	PK	Fazilpur
Africa/Casablanca	1438469210132	MA	Temara
America/Chicago	2924627029511	US	Pleasant Prairie
Europe/Berlin	1379188826870	DE	Karben
Asia/Karachi	1809590217985	PK	Naushahra Virkan
Europe/Paris	4062003455405	FR	Bron
America/Belem	0542283312291	BR	Soure
Asia/Bangkok	7232900583472	TH	Nakhon Pathom
Asia/Bangkok	4307899296351	TH	Kantharalak
Africa/Addis_Ababa	3140372743413	ET	Debre Tabor
Asia/Jakarta	5773493399283	ID	Pameungpeuk
Asia/Kuala_Lumpur	3090027452880	MY	Ulu Tiram
America/Santiago	8501689413508	CL	La Ligua
Pacific/Efate	8416166832621	VU	Port-Vila
Europe/Brussels	8864763261335	BE	Mouscron
Africa/Monrovia	0896144904942	LR	New Yekepa
America/Sao_Paulo	4277886969011	BR	Buri
Asia/Kolkata	2844214506877	IN	Kundla
America/Maceio	4276929790377	BR	Aracaju
America/Chicago	0209594646759	US	Abilene
Australia/Sydney	4417738709093	AU	Eastwood
Africa/Kampala	6207213753943	UG	Arua
Indian/Antananarivo	3913206115997	MG	Ikalamavony
Europe/Madrid	4748908615808	ES	Tudela
America/Chicago	1114565710690	US	Westchester
Europe/London	6045540630397	GB	Rhosllanerchrugog
Africa/Conakry	4853862674720	GN	Camayenne
Australia/Melbourne	0367785259437	AU	Wheelers Hill
Asia/Tokyo	1580465272376	JP	Gero
America/Costa_Rica	3431109257922	CR	Liberia
Asia/Kolkata	6754518498845	IN	Aistala
Europe/Paris	1849315929069	FR	Mitry-Mory
Asia/Qyzylorda	1260934238453	KZ	Kyzylorda
Australia/Sydney	7138144481485	AU	Nowra
Asia/Karachi	8212970140132	PK	Kanganpur
Europe/Bratislava	7578697584569	SK	Skalica
Asia/Manila	8638847720311	PH	Jagna
Europe/Rome	4547336898544	IT	Ragusa
Europe/Amsterdam	9353653421717	NL	Culemborg
Europe/Lisbon	3403771101438	PT	Albufeira
Europe/Madrid	3361424221714	ES	Novelda
Asia/Kolkata	8360995859543	IN	Puducherry
Asia/Seoul	1323702788403	KR	Sinhyeon
Asia/Shanghai	3358203877316	CN	Boli
Europe/Paris	5850251845340	FR	Valence
Asia/Karachi	0480594140496	PK	Mianwali
Asia/Almaty	5130418917234	KZ	Zaysan
Africa/Accra	4101418827008	GH	Mampong
Europe/Sofia	5788716476382	BG	Montana
America/Costa_Rica	3330012141925	CR	San Rafael
America/Phoenix	1165073128880	US	Gilbert
Europe/Rome	0435877500757	IT	San Giuliano Milanese
Asia/Shanghai	5770670241847	CN	Yingkou
America/Argentina/Cordoba	2533912896112	AR	Esperanza
Africa/Algiers	8071371196342	DZ	Beni Douala
America/New_York	1482250969839	US	Leland
Indian/Antananarivo	8289547101643	MG	Ambatondrazaka
Asia/Jakarta	9492218245556	ID	Diwek
Africa/Dar_es_Salaam	6517150620827	TZ	Mvomero
Africa/Addis_Ababa	3532199038245	ET	Arba Minch
Europe/Kiev	1915137148473	UA	Kherson
America/Chicago	4989200665485	US	Huntley
America/Chicago	1968125448178	US	Huntley
America/Fortaleza	7573290773211	BR	Barras
Asia/Jakarta	1694991479014	ID	Randudongkal
America/Chicago	4357898603964	US	Rosemount
Europe/Paris	9123322794523	FR	Pamiers
America/Chicago	5685109154554	US	Grand Forks
Asia/Shanghai	9537725141394	CN	Nanpiao
Europe/Berlin	5888633137059	DE	Kirchlengern
Europe/Rome	4670800383021	IT	Gorgonzola
America/Sao_Paulo	1410137278958	BR	Miracema
America/Los_Angeles	5144415889760	US	Glendale
America/Los_Angeles	9100779138070	US	Norco
Asia/Tashkent	8824820039680	UZ	Parkent
Asia/Tokyo	0542808847901	JP	Fujioka
America/Chicago	9504549923475	US	Copperas Cove
Asia/Jakarta	7987704320630	ID	Cibinong
Europe/Moscow	2230433188855	RU	Tver
Asia/Tokyo	5024059747155	JP	Nayoro
America/Sao_Paulo	1494820523976	BR	Curitiba
Europe/Rome	4231317927308	IT	Catania
America/Santiago	7600540763989	CL	San Bernardo
America/Argentina/Cordoba	8920611888663	AR	Rafaela
Europe/Madrid	4015990523237	ES	Gandia
Asia/Kolkata	8132893567635	IN	Gingee
Europe/Madrid	9364241014563	ES	Palafrugell
Asia/Tokyo	2513754459249	JP	Ina
Europe/Rome	1430968158809	IT	Malnate
Europe/Rome	0631897840044	IT	Somma Vesuviana
America/New_York	0786902912268	US	Belle Glade
Europe/Madrid	6870080887006	ES	San Fernando de Henares
Europe/Berlin	2722549759482	DE	Hechingen
Asia/Damascus	4778190563457	SY	Tadmur
Africa/Kampala	5589766331252	UG	Kitgum
Asia/Kolkata	2780032884943	IN	Jashpurnagar
America/New_York	0402828210010	US	Acworth
America/Chicago	0293455588562	US	Rolla
Asia/Manila	8109153457418	PH	Dipolog
America/Mexico_City	3033193387075	MX	Guanajuato
Asia/Karachi	3668116709018	PK	Bhit Shah
America/New_York	6750079902692	US	Gainesville
Asia/Manila	4086762148163	PH	Talisay
Asia/Irkutsk	6246435940564	RU	Ulan-Ude
America/Maceio	5237522613714	BR	Lagarto
Europe/Istanbul	3485674590588	TR	Serinhisar
Asia/Shanghai	4719490599562	CN	Meizhou
Asia/Jerusalem	8395639094967	IL	Ramla
America/New_York	2639602491046	US	Belle Glade
America/Sao_Paulo	2768035026058	BR	Alfenas
America/Sao_Paulo	7490210891476	BR	Imbituba
Asia/Karachi	3692608680202	PK	Khairpur Mir’s
Asia/Riyadh	6224324152755	SA	Al Jubayl
Asia/Dushanbe	2008412979226	TJ	Vahdat
Europe/Berlin	0977716647082	DE	Oberhausen
Asia/Tokyo	3748395907036	JP	Fujioka
Africa/Algiers	7483171941076	DZ	El Achir
Europe/Istanbul	7553034732087	TR	Edremit
Asia/Damascus	2825752907036	SY	Tadmur
America/Chicago	4837369925905	US	Fresno
America/Mexico_City	8494591620778	MX	San Lorenzo Acopilco
Europe/Moscow	2049406287361	RU	Tyoply Stan
America/New_York	0989813503802	US	Boston
Asia/Kolkata	7600089791986	IN	Gariadhar
America/New_York	3072700574706	US	Cypress Hills
Africa/Khartoum	2182166230595	SD	Ar Ruseris
Asia/Kolkata	5903313213301	IN	Davangere
Asia/Tokyo	6427224759615	JP	Ina
Asia/Riyadh	1012620046879	SA	Al Jubayl
Asia/Karachi	0994090152414	PK	Qadirpur Ran
Asia/Kolkata	2465639456419	IN	Adra
Asia/Kolkata	1643434962330	IN	Manjeri
Asia/Tokyo	1514264702604	JP	Sasayama
Asia/Barnaul	6751781560521	RU	Novosilikatnyy
Asia/Jakarta	2779210772882	ID	Muncar
Africa/Algiers	8200484361419	DZ	Ksar Chellala
Asia/Kolkata	0495324951907	IN	Diamond Harbour
Asia/Yekaterinburg	4182575122649	RU	Izluchinsk
America/New_York	6295412471775	US	Rosedale
Asia/Kolkata	4256390775813	IN	Osmanabad
Europe/London	8751722394145	GB	Kingston upon Hull
America/Sao_Paulo	4157174552098	BR	Buri
Asia/Shanghai	5872888785448	CN	Zaozhuang
Africa/Lagos	1049449588730	NG	Lagos
Asia/Shanghai	0897720415685	CN	Guli
America/New_York	0007644945018	US	Lebanon
Europe/Malta	5633202257221	MT	Valletta
America/Toronto	8492498767602	CA	Sainte-Catherine
Europe/Berlin	7573310243007	DE	Bensheim
Europe/Amsterdam	0538024444956	NL	Vught
Europe/Lisbon	1448845602963	PT	Custoias
Asia/Shanghai	9153244665571	CN	Xinzhou
Europe/Amsterdam	0382831969603	NL	Barneveld
Africa/Lubumbashi	6719507611216	CD	Yangambi
Asia/Kolkata	4438453768776	IN	Srinagar
Africa/Dar_es_Salaam	4273440678634	TZ	Iringa
America/Bogota	1169788827410	CO	San Carlos
Asia/Kolkata	4888286753447	IN	Periyakulam
Europe/Moscow	3125451747476	RU	Krymsk
Europe/London	4440972773933	GB	Kingston upon Hull
Asia/Jakarta	6511595044330	ID	Tebingtinggi
America/Montevideo	2012253544352	UY	Durazno
Africa/Tripoli	4506981083859	LY	Ajdabiya
Asia/Kolkata	3846248048742	IN	Rajaori
Asia/Kolkata	8303485636385	IN	Parola
America/Bahia	2778917082386	BR	Tucano
Africa/Lubumbashi	2072265728157	CD	Beni
Europe/London	2158617398428	GB	Clacton-on-Sea
Africa/Johannesburg	5220309630066	ZA	Mokopane
America/Bogota	3544924908914	CO	Socorro
Africa/Lagos	7497562441656	NG	Efon-Alaaye
Africa/Kampala	6464576935106	UG	Arua
Asia/Kuala_Lumpur	1744942954524	MY	Gua Musang
Asia/Tbilisi	7812789598455	GE	Kobuleti
Europe/Rome	7434767420147	IT	Sassari
Asia/Kolkata	0850086473850	IN	Moga
Europe/Podgorica	4428715421426	ME	Budva
America/New_York	0971428097364	US	Gainesville
America/Bogota	8665624340684	CO	Puerto Colombia
America/Chicago	3642560842569	US	Brentwood Estates
Asia/Kolkata	4553511413259	IN	Udumalaippettai
Europe/Paris	8268402002158	FR	Niort
Europe/Moscow	4108280483790	RU	Naro-Fominsk
Asia/Kolkata	3574108422073	IN	Pujali
Europe/Moscow	0769113225457	RU	Yeysk
Europe/Brussels	5859872008943	BE	Beveren
Asia/Yekaterinburg	9769361744923	RU	Saraktash
Africa/Lubumbashi	9643204306779	CD	Beni
America/Vancouver	1877495214422	CA	Kelowna
Europe/Istanbul	3564734593469	TR	Mudanya
America/Los_Angeles	6281575714798	US	North Tustin
Asia/Tokyo	7430213419819	JP	Hita
Asia/Shanghai	9702339050985	CN	Danjiangkou
America/New_York	6112646657877	US	Middle River
America/Argentina/Buenos_Aires	0907476228962	AR	Chacabuco
Africa/Dar_es_Salaam	4709254527498	TZ	Same
America/Los_Angeles	0234486692309	US	Lompoc
America/Chicago	4029618603294	US	Bourbonnais
America/Chicago	6829972373042	US	South Lawndale
Asia/Kolkata	1616902644694	IN	Alwaye
America/New_York	9320817771506	US	Milledgeville
Asia/Tokyo	5367489658838	JP	Shinshiro
Europe/Moscow	9969355562025	RU	Novopavlovsk
America/Toronto	9461257807551	CA	Beaconsfield
Asia/Shanghai	1413562578624	CN	Meizhou
Asia/Kolkata	4320140560520	IN	Aklera
Asia/Kuching	3634822564739	MY	Donggongon
Europe/Madrid	8339667267757	ES	Gernika-Lumo
Europe/Rome	1420706399762	IT	Campobasso
America/Argentina/Buenos_Aires	4618429708559	AR	Chacabuco
Asia/Manila	8499781328434	PH	Talisay
America/Phoenix	8813586037894	US	Scottsdale
Europe/Moscow	9189594128336	RU	Kashira
Africa/Algiers	7959583381903	DZ	Thenia
Europe/Madrid	7003337911639	ES	Ferrol
Europe/Amsterdam	3621589543251	NL	Hardenberg
Asia/Tashkent	2399228596425	UZ	Parkent
America/Chicago	6093544040384	US	Schererville
America/Chicago	8172541892634	US	Brenham
Africa/Gaborone	9246891646595	BW	Tonota
Europe/Moscow	9068104109761	RU	Kovylkino
Asia/Kolkata	8160351085049	IN	Barpeta
America/Sao_Paulo	4634508550000	BR	Buri
America/Sao_Paulo	1143513375704	BR	Iturama
Indian/Antananarivo	3577737240773	MG	Sakaraha
Europe/Berlin	6037971293159	DE	Hechingen
Europe/Berlin	6771182630517	DE	Schleswig
Asia/Shanghai	7936387979826	CN	Foshan
Europe/Malta	2600131508307	MT	Valletta
Asia/Dhaka	0709243320950	BD	Manikchari
Europe/Moscow	8503877520777	RU	Valday
Asia/Bangkok	9562461290549	TH	Tak Bai
America/Sao_Paulo	3510184887429	BR	Resplendor
Asia/Kolkata	0621807073105	IN	Sheoganj
Asia/Makassar	2125545822714	ID	Balikpapan
Africa/Gaborone	1986869359154	BW	Tonota
Africa/Kinshasa	5482376630718	CD	Kasangulu
Europe/Moscow	1891906781068	RU	Roslavl’
Africa/Algiers	9468049846460	DZ	Cheraga
America/New_York	5144896462155	US	Sicklerville
Europe/Moscow	4759800956333	RU	Stupino
America/New_York	7777291581619	US	Massapequa
Europe/Berlin	7490064892971	DE	Schwalmtal
America/Indiana/Indianapolis	4301567694180	US	Granger
Asia/Tokyo	2933078256858	JP	Toba
